Età;Genere
32;F
54;F
52;F
25;F
47;F
48;F
36;F
47;F
27;F
49;F
46;M
36;M
64;M
38;F
36;F
48;F
40;F
42;F
46;F
35;F
40;F
41;M
53;F
49;F
61;F
55;M
54;F
40;F
53;F
54;F
63;F
48;F
57;M
40;F
44;F
38;F
34;F
40;F
68;M
40;F
50;F
30;F
36;F
61;F
62;F
46;M
43;F
57;F
35;F
54;F
46;F
36;F
40;F
39;F
57;F
38;M
43;F
49;M
48;F
47;F
38;M
45;F
43;F
46;F
46;F
48;F
55;F
44;F
49;F
40;F
57;F
46;F
55;M
43;F
48;F
50;F
23;F
54;F
42;M
33;F
40;F
59;F
51;F
48;F
51;F
58;F
57;F
60;M
53;M
43;F
41;F
54;F
58;M
37;F
33;F
21;F
58;F
61;F
49;F
45;F
21;F
62;F
59;F
39;F
32;M
25;F
44;F
52;F
63;M
45;F
46;F
52;F
53;F
47;F
35;M
46;F
56;F
42;F
43;F
40;F
60;M
32;M
35;F
59;F
36;F
36;M
54;F
25;F
34;F
40;M
44;F
45;F
61;M
28;F
36;F
40;M
44;F
45;M
40;F
42;M
44;F
43;F
56;F
33;F
42;F
39;M
56;F
49;F
37;F
56;F
75;M
38;F
37;M
49;M
52;F
32;M
59;F
42;M
30;M
61;F
38;M
41;F
47;F
67;M
56;M
32;F
42;M
68;F
37;F
46;F
27;M
53;M
39;F
51;M
52;F
40;F
31;F
38;M
53;F
55;F
33;F
48;F
34;M
30;F
53;F
23;F
42;F
26;F
30;M
36;M
38;F
63;F
39;F
49;F
30;M
58;F
49;F
42;F
49;F
50;M
49;M
30;M
32;F
34;M
49;M
39;F
35;M
44;F
51;F
35;M
33;M
48;F
67;F
40;F
65;M
44;F
50;F
53;F
48;F
35;F
42;F
53;F
45;F
62;M
34;F
43;F
54;M
39;F
39;F
44;M
42;F
38;F
53;M
66;F
42;F
38;F
54;F
55;F
57;F
57;F
45;F
48;M
41;F
30;F
49;F
38;M
52;F
57;F
42;M
38;F
44;F
48;F
32;M
56;F
54;F
62;M
27;F
35;F
41;F
58;F
41;F
44;F
36;F
22;F
35;M
50;F
42;F
49;F
60;F
29;F
37;M
54;F
45;M
31;F
41;F
54;F
54;F
42;F
40;F
49;M
38;F
31;F
61;M
44;F
50;F
49;M
50;F
47;F
44;M
57;F
54;M
49;F
32;F
43;F
49;F
26;F
33;F
61;F
30;F
42;F
53;M
69;F
52;F
44;F
48;F
54;F
42;F
53;F
29;F
51;F
48;F
23;F
54;F
42;F
48;F
60;M
57;M
55;M
38;F
47;F
28;F
48;F
48;F
54;F
59;F
33;F
30;M
59;F
28;F
43;F
38;F
40;F
48;F
44;M
42;F
44;F
34;M
24;M
44;F
46;M
45;F
31;F
53;F
45;F
43;M
54;F
21;F
47;F
37;M
30;F
47;M
51;F
31;F
26;F
38;F
53;M
56;M
46;F
35;F
48;M
51;F
35;F
38;F
62;F
26;M
30;M
41;F
62;F
60;F
51;F
19;F
48;F
53;F
31;M
18;F
32;F
45;F
45;M
53;F
22;F
38;F
36;M
60;F
48;F
33;F
56;F
32;F
47;F
33;F
24;F
66;F
48;F
33;F
34;F
42;F
47;F
44;F
23;F
33;F
43;M
31;F
52;F
56;F
41;M
39;F
54;M
48;F
35;F
48;M
36;M
57;M
55;F
43;F
47;M
42;F
40;F
64;F
34;M
24;F
40;F
57;F
49;M
37;M
46;F
40;F
68;M
28;F
36;F
45;F
52;M
47;M
52;F
33;M
31;M
43;M
51;M
46;F
36;M
33;F
65;F
35;F
48;M
63;M
46;F
34;F
66;F
46;F
61;F
49;F
36;F
43;M
42;F
44;F
51;F
40;M
62;M
42;M
35;F
42;F
61;F
36;F
50;F
44;F
43;M
19;F
32;M
51;F
46;M
55;F
41;F
30;F
59;M
54;F
49;F
41;F
33;F
37;M
60;M
67;F
40;F
46;F
46;F
67;F
24;F
41;F
39;F
46;F
44;F
60;F
32;F
34;F
35;F
48;F
42;F
44;F
40;F
43;F
49;F
37;M
27;F
51;M
70;M
52;F
45;F
25;F
25;F
54;F
46;M
36;F
36;F
41;M
42;F
41;F
35;F
46;F
30;F
27;M
31;F
58;F
12;F
55;F
45;F
41;F
57;M
41;F
29;F
46;F
53;F
44;F
55;F
42;M
45;F
54;F
57;F
61;F
45;F
39;M
67;F
34;F
55;F
63;M
37;M
34;F
54;F
36;F
47;F
39;F
45;M
53;M
60;F
47;M
38;F
70;F
66;F
49;F
33;F
53;M
59;F
44;F
50;F
49;F
51;F
46;F
54;F
48;F
50;F
49;F
23;F
50;F
38;M
37;F
47;F
41;M
34;F
44;F
48;F
43;F
42;F
47;F
50;F
41;F
32;F
52;F
40;F
49;F
35;F
36;F
44;F
54;M
50;F
46;F
40;M
44;F
47;F
39;F
49;F
49;F
29;M
55;F
37;F
24;F
30;F
49;F
30;F
41;F
54;M
27;F
35;F
35;M
49;F
55;F
58;F
47;F
54;M
53;M
40;F
27;F
39;F
47;F
35;M
59;F
55;M
55;F
40;F
47;F
44;F
34;F
33;F
49;F
48;F
42;F
46;M
40;F
36;F
40;F
41;F
39;F
43;F
53;M
53;F
55;F
30;F
48;F
49;F
44;F
53;F
51;F
50;M
30;F
52;M
48;F
46;F
24;F
26;F
46;F
45;M
45;F
67;F
43;F
61;F
43;F
34;F
28;F
60;F
62;M
25;F
50;F
35;F
47;M
51;F
41;F
54;F
40;F
35;M
38;F
24;F
42;F
44;F
41;F
42;F
45;F
35;F
47;M
63;F
30;F
28;F
39;M
24;F
41;F
57;F
46;F
37;F
62;F
47;M
33;F
22;F
52;F
36;F
40;F
38;F
45;F
57;F
59;F
49;F
36;F
57;F
45;F
42;F
32;F
58;F
50;M
39;F
65;F
52;F
62;F
45;F
41;F
53;F
49;F
48;M
36;F
48;F
22;F
36;F
51;F
56;F
59;F
55;F
35;F
53;M
47;F
52;F
43;F
30;M
38;F
30;F
45;F
60;F
46;F
45;F
47;F
43;M
33;F
39;F
39;F
40;F
44;M
52;F
35;F
64;F
59;F
49;F
38;F
45;F
43;F
63;F
46;F
52;F
46;F
33;F
31;F
58;F
39;F
43;F
53;F
35;F
25;F
55;F
45;M
59;F
61;F
39;F
61;F
73;F
48;F
44;M
48;F
40;F
56;F
58;F
40;F
47;F
49;F
41;F
40;F
68;F
56;M
37;F
49;F
37;F
42;M
43;F
58;F
44;F
47;F
46;M
43;F
47;F
42;M
50;F
51;F
20;F
32;M
41;F
43;F
41;F
49;F
47;F
25;F
48;F
55;F
37;F
60;M
50;F
39;F
47;F
48;F
41;F
56;M
52;F
56;F
33;F
49;F
58;F
47;F
51;M
46;F
43;F
68;F
48;F
68;F
39;F
52;M
47;M
36;F
46;M
32;F
50;F
41;F
46;M
50;F
62;F
22;F
23;F
39;F
53;F
45;M
58;F
23;F
56;F
50;F
38;F
36;F
51;F
52;F
24;F
60;F
43;M
43;F
43;M
54;F
50;F
35;F
46;F
44;F
39;F
58;M
26;M
71;M
23;F
46;F
47;F
36;F
56;F
42;F
38;F
41;F
49;F
51;F
50;F
36;F
59;F
35;F
44;F
39;M
31;F
56;F
47;F
43;F
23;F
53;F
47;F
36;F
59;F
61;F
49;F
57;F
40;F
49;F
37;F
62;M
39;F
48;F
49;F
36;F
45;F
47;F
34;F
41;F
51;F
48;F
40;F
43;F
36;F
38;F
59;F
39;F
33;F
40;F
69;F
54;F
45;F
59;F
48;F
43;M
46;F
66;F
69;F
42;F
50;F
52;F
46;F
26;F
40;F
59;F
42;F
61;F
58;F
62;F
46;M
46;M
40;F
35;F
40;F
47;M
45;F
55;F
52;F
40;F
52;M
32;F
49;F
71;F
49;F
47;F
42;F
43;F
37;M
51;F
49;F
57;F
43;M
38;M
44;F
49;F
47;F
49;F
45;F
49;F
29;F
33;M
54;F
31;M
59;F
41;M
39;M
54;F
53;F
39;M
38;F
50;F
38;M
22;M
22;F
49;F
54;F
54;F
31;F
38;M
41;M
32;M
46;M
32;F
54;F
50;F
34;M
41;F
41;M
56;M
48;F
48;M
31;F
55;F
43;F
38;F
52;F
44;F
37;F
56;M
47;F
54;M
30;F
49;M
62;M
43;F
58;F
38;F
54;F
46;F
51;M
57;F
36;F
32;M
41;M
62;F
52;F
43;M
48;F
41;F
50;M
63;F
32;M
44;F
34;F
44;F
51;F
45;F
42;M
50;F
48;F
52;F
43;F
49;M
32;F
45;F
30;F
43;F
31;F
49;M
48;F
36;F
45;M
58;F
51;M
42;F
59;F
50;F
51;M
39;F
36;M
41;F
52;M
32;M
37;F
52;F
40;F
35;F
46;F
48;F
47;F
25;F
49;F
43;F
49;F
62;F
56;F
51;F
47;F
36;M
33;F
50;F
63;F
38;F
48;F
36;F
50;M
42;F
36;M
50;F
31;F
32;F
33;F
33;F
48;M
62;M
50;F
52;F
39;F
58;F
50;F
36;F
53;M
55;F
52;M
29;M
22;M
32;F
38;F
58;F
42;F
37;F
25;F
50;M
43;F
45;F
47;F
46;F
30;F
60;M
46;F
55;F
43;F
39;F
54;F
40;F
53;F
64;F
40;F
41;F
35;F
40;F
46;F
38;F
63;F
39;M
50;M
42;F
47;M
56;M
43;F
65;F
44;M
46;F
41;M
37;M
57;F
37;M
41;F
46;M
38;F
48;F
63;F
34;F
55;M
35;F
23;F
50;M
47;F
38;F
35;M
51;F
45;F
42;F
28;F
39;F
55;F
39;F
57;F
48;F
36;F
53;F
68;F
48;M
45;F
39;M
34;F
37;F
46;F
29;F
23;M
32;F
51;F
36;F
41;F
49;M
50;F
40;M
49;F
62;F
41;F
31;F
57;F
65;F
53;F
41;M
50;F
51;F
46;F
51;F
44;F
74;M
50;M
51;M
59;M
33;F
28;F
58;F
29;F
33;M
46;F
44;M
50;F
47;F
43;F
54;F
60;M
48;M
43;M
42;F
49;F
52;F
48;F
46;M
43;F
42;F
52;F
33;M
58;F
33;F
54;M
48;F
50;F
37;F
35;F
31;F
53;M
24;F
46;F
36;M
30;F
62;M
41;M
48;F
30;F
50;F
45;F
53;M
54;F
47;F
35;F
51;M
58;F
23;F
50;F
34;M
35;F
25;M
56;F
35;M
34;F
47;M
42;F
40;F
49;F
44;F
48;F
43;M
22;F
34;F
41;F
39;F
33;M
53;F
46;F
59;M
37;F
44;F
40;M
55;F
54;F
66;F
36;M
35;F
35;F
66;F
46;F
47;F
39;F
58;M
42;F
30;F
42;M
34;M
52;F
38;M
21;F
43;F
51;F
50;F
37;M
29;F
45;F
27;F
41;F
40;F
65;M
51;M
57;F
50;M
71;F
47;F
26;F
51;F
54;F
55;F
47;F
23;F
24;F
35;F
61;M
53;F
38;F
49;F
61;F
43;M
33;F
34;F
72;F
65;F
10;M
22;F
16;F
19;F
22;F
14;F
12;F
25;M
12;F
13;F
11;F
17;M
15;F
14;F
15;M
11;F
17;M
6;F
22;F
17;F
27;F
21;F
20;F
13;F
14;F
18;F
20;F
24;F
18;F
16;F
18;M
21;F
16;F
23;F
15;F
25;F
15;F
12;M
22;F
11;F
23;F
17;F
12;M
24;F
10;F
20;F
15;F
18;F
17;M
11;F
17;F
20;F
17;F
14;F
17;F
18;F
19;F
18;F
17;F
18;M
14;F
17;F
16;F
15;F
24;F
13;F
14;F
14;M
20;F
20;F
20;F
12;F
21;M
24;F
18;M
20;F
12;F
11;M
17;F
17;M
20;F
19;F
16;F
21;F
6;F
19;F
15;F
18;F
23;M
13;F
23;F
22;F
19;F
16;F
20;M
25;F
16;F
20;F
11;F
9;M
21;M
24;M
19;F
16;F
15;F
15;F
24;F
17;F
16;F
16;F
17;F
23;M
20;F
20;F
15;F
18;M
20;F
22;F
22;F
25;F
18;M
22;F
18;F
20;F
21;F
21;M
14;F
20;F
19;F
17;M
11;M
21;F
21;M
19;F
19;F
14;F
19;F
22;F
16;F
19;M
16;F
18;F
24;F
24;M
14;M
21;F
17;F
18;M
18;F
17;M
12;F
14;F
18;M
17;F
17;F
14;F
15;F
18;F
11;F
15;F
14;M
22;F
23;F
12;M
18;F
15;F
20;M
18;F
19;F
19;F
19;F
22;F
24;F
17;F
22;F
22;F
23;F
16;F
14;F
17;F
21;F
21;M
20;F
18;F
13;F
20;F
11;F
20;M
19;F
17;F
17;M
20;F
17;F
9;F
20;F
22;M
16;M
18;F
13;M
24;F
19;F
9;F
17;F
12;F
15;M
15;F
16;F
16;F
12;F
20;M
23;F
22;F
17;F
8;M
19;F
16;F
14;F
16;M
18;F
7;F
17;F
12;F
16;F
13;F
19;M
20;F
23;F
18;F
18;F
22;F
13;F
21;M
18;M
23;F
15;F
14;F
21;F
23;F
11;M
18;F
13;F
19;F
19;F
18;M
19;M
15;F
15;F
23;F
22;M
19;F
14;F
11;M
17;F
12;M
19;F
20;F
16;F
24;M
24;F
13;F
11;F
20;M
10;F
18;F
15;F
16;F
26;F
22;F
14;F
19;M
19;F
19;F
8;M
28;F
18;F
16;M
19;F
19;F
22;F
17;F
11;F
20;F
24;F
12;F
22;F
23;F
20;F
16;F
12;F
17;F
13;F
20;F
20;F
10;F
19;F
27;F
20;M
24;F
26;M
19;F
22;F
20;F
28;M
14;F
15;F
17;F
18;F
24;M
16;F
23;F
25;F
19;F
12;F
17;F
23;F
24;M
16;F
16;F
25;M
13;M
16;F
18;F
23;F
12;F
22;F
21;M
22;F
13;F
24;M
16;M
17;F
17;M
10;F
16;F
16;F
16;F
18;F
17;F
24;F
19;F
13;F
25;F
21;F
18;F
24;F
19;F
17;M
20;F
13;M
17;M
26;F
16;M
19;F
15;M
20;F
17;M
21;F
22;M
7;F
13;F
22;F
14;F
16;F
19;F
21;F
21;F
15;F
14;F
19;M
17;M
20;F
20;F
25;M
17;M
9;F
20;F
15;F
28;F
17;F
16;M
17;F
17;F
19;M
18;F
17;M
17;F
18;F
17;F
19;F
18;F
16;F
12;M
22;F
16;F
12;F
18;F
17;F
13;F
12;F
21;F
20;M
16;F
19;F
17;F
17;F
10;M
23;M
19;F
15;F
19;F
14;F
20;F
22;F
20;M
19;M
12;F
18;F
22;F
18;F
19;F
17;M
20;M
18;F
15;F
19;F
21;M
18;F
11;F
15;F
22;F
19;F
16;F
17;M
21;F
20;F
21;M
19;F
13;F
20;F
20;F
22;F
16;F
15;F
19;F
12;M
16;F
23;F
10;F
19;F
21;F
17;M
17;F
18;M
18;F
19;F
23;F
16;F
20;F
13;M
17;F
20;F
20;F
19;F
27;F
22;F
9;F
18;F
14;F
17;F
19;F
22;F
17;F
10;F
15;M
20;F
15;F
16;F
20;F
15;F
15;M
16;F
13;M
23;M
16;M
23;F
22;F
19;F
21;F
19;F
13;F
21;F
22;F
26;F
16;F
19;M
19;F
15;F
20;M
18;F
27;M
19;M
23;F
22;M
15;F
17;F
15;M
20;M
16;M
18;F
15;F
15;F
18;F
16;F
21;M
24;F
10;F
14;F
18;F
14;M
19;F
14;F
12;M
9;F
20;F
16;M
15;M
17;M
24;F
28;F
12;F
17;F
20;F
23;F
17;F
20;F
14;F
21;M
21;F
18;F
15;F
19;M
17;F
20;F
9;F
18;F
14;F
19;F
24;F
22;M
19;M
20;F
18;F
16;F
20;F
15;F
16;F
8;M
11;F
17;F
23;F
14;M
23;F
21;F
15;F
14;F
21;F
16;F
21;M
22;F
15;F
25;F
15;F
23;F
15;F
18;F
15;F
19;M
23;F
10;F
15;F
16;F
17;F
12;F
14;M
13;F
25;M
20;F
15;F
19;M
17;M
17;F
20;F
16;F
14;F
21;F
31;F
18;M
18;M
18;M
19;F
19;F
18;F
20;F
15;F
8;F
9;M
25;F
12;F
18;F
11;F
20;M
17;F
25;M
20;F
17;F
18;F
10;M
20;F
17;F
22;F
21;M
20;F
15;F
23;F
13;F
19;F
22;F
17;F
16;F
17;F
15;M
18;F
20;M
21;M
22;F
16;F
15;M
18;F
24;F
18;F
29;F
8;F
15;F
19;F
21;M
22;M
4;F
23;F
23;F
18;F
16;F
19;F
18;M
13;F
20;F
13;F
16;F
21;F
26;F
18;F
10;M
15;F
14;F
13;F
22;F
16;F
18;F
6;M
19;M
13;F
10;F
14;F
12;F
26;F
18;M
25;M
11;F
17;F
20;M
17;F
19;F
19;F
23;F
19;M
26;F
20;F
14;F
19;F
20;M
20;F
20;F
9;M
18;F
12;F
13;F
16;F
15;F
16;M
30;F
18;M
19;F
19;M
18;F
22;M
19;F
27;F
15;F
9;F
22;M
17;F
15;F
16;F
13;M
17;F
21;F
17;F
14;F
14;F
11;F
20;M
27;F
14;F
11;F
20;F
22;F
12;M
15;F
15;F
21;F
11;F
18;F
18;M
13;F
22;F
17;F
20;F
22;F
17;F
22;F
24;M
18;F
26;F
16;M
12;F
20;F
9;F
24;M
15;F
16;F
19;F
12;F
12;M
22;F
20;F
12;F
17;F
10;F
20;F
14;F
14;F
18;F
18;M
14;F
15;F
17;M
20;F
23;F
17;M
14;M
14;F
18;F
17;F
16;M
16;F
16;M
21;F
19;F
15;F
19;F
26;F
20;F
23;F
20;F
16;F
17;F
18;F
18;F
24;F
14;F
11;F
14;M
12;F
22;F
18;M
18;M
12;F
22;F
14;M
18;F
17;M
21;M
13;F
16;M
11;M
20;F
16;F
20;F
16;F
15;F
22;F
20;F
16;F
20;F
17;F
23;M
19;F
15;F
7;M
27;F
12;F
19;F
15;F
18;F
21;F
16;M
22;M
25;M
19;M
13;M
20;F
19;M
20;F
16;F
14;F
16;F
24;F
19;F
13;F
15;M
24;F
13;M
29;F
22;F
15;M
15;F
19;F
23;M
23;F
16;F
19;M
16;F
21;F
22;F
12;F
19;M
14;F
17;M
13;F
18;F
18;F
15;F
18;F
13;F
15;F
16;F
14;F
21;F
13;F
21;F
14;M
6;F
17;F
17;F
21;F
18;F
9;F
18;F
15;M
15;M
18;F
21;F
20;F
15;F
9;F
15;F
17;F
22;M
21;F
15;F
13;F
19;F
22;F
21;F
16;M
16;F
17;F
15;F
18;M
26;F
14;M
17;F
14;F
24;F
22;F
14;F
24;F
16;M
19;F
21;F
17;F
24;M
22;M
25;F
10;F
14;F
22;F
19;F
14;F
24;F
21;F
21;M
20;M
13;F
17;M
13;M
18;F
25;F
20;F
18;M
4;M
19;F
15;F
17;F
17;F
13;F
21;F
17;M
19;F
14;F
23;F
20;F
14;M
20;F
21;F
16;F
15;F
18;F
23;F
10;F
17;F
16;F
11;F
10;M
18;F
16;F
15;F
16;F
16;F
22;M
19;F
17;F
19;F
21;F
14;F
21;F
17;F
14;F
16;F
18;F
16;F
20;M
8;F
20;M
16;F
12;F
28;M
23;F
17;F
20;M
15;F
22;F
21;F
15;M
19;M
12;F
16;F
14;M
18;F
15;M
17;F
23;M
17;F
21;F
23;F
18;F
18;F
15;F
15;M
14;F
13;F
20;F
15;F
13;F
26;M
10;F
12;M
16;F
18;M
14;M
16;M
16;F
22;F
11;M
17;M
18;F
21;F
11;F
13;F
15;F
23;F
24;F
15;F
21;F
13;M
15;F
29;F
22;F
20;F
19;F
11;F
26;F
17;M
14;F
15;F
19;M
16;M
14;F
21;F
20;F
24;F
11;F
20;F
24;F
12;F
24;F
18;F
16;F
25;F
16;F
15;F
18;F
21;F
11;F
19;F
14;M
14;F
11;F
16;F
20;M
20;F
11;M
14;M
16;F
20;M
15;F
11;F
8;F
12;F
30;F
15;F
24;M
9;F
21;M
13;F
22;F
19;F
16;F
22;M
24;F
19;F
21;M
18;F
20;M
18;F
18;F
20;F
18;F
14;F
21;F
23;F
13;F
19;F
15;F
13;F
9;F
15;F
15;F
22;F
15;F
12;F
15;F
28;F
22;M
26;F
16;F
20;F
19;F
19;M
18;F
18;F
21;F
14;F
21;F
23;F
20;F
22;F
20;F
17;F
19;F
25;F
19;M
22;M
20;F
23;M
13;F
20;M
19;F
24;M
18;F
14;M
13;F
28;F
16;F
10;F
21;M
24;F
17;F
18;F
22;F
13;F
17;F
20;F
23;F
20;F
19;M
21;F
19;F
12;F
17;F
20;M
20;F
17;F
21;F
12;M
29;F
23;F
15;F
21;F
8;F
12;F
13;F
16;M
22;F
19;F
21;M
15;M
21;F
21;M
14;F
14;F
26;F
12;F
20;M
15;M
19;F
15;M
18;M
16;F
21;F
23;F
9;F
20;M
12;F
20;M
9;F
18;F
11;F
21;F
18;M
24;F
16;F
19;F
11;F
22;M
21;M
17;F
18;F
15;F
19;F
15;F
20;F
14;M
20;M
17;F
18;F
19;F
18;F
20;F
20;F
17;F
15;M
14;F
26;F
22;F
16;M
16;M
20;F
24;F
11;F
19;F
21;F
18;F
19;F
14;M
21;F
7;F
18;F
22;F
20;F
24;F
21;F
22;F
16;M
23;F
15;F
21;F
17;M
17;F
16;M
18;M
13;M
18;F
22;F
18;M
22;F
21;M
18;F
14;F
20;F
21;M
16;F
15;F
22;F
18;M
16;F
13;M
18;M
11;M
17;F
24;F
10;F
25;M
19;F
28;F
15;M
17;M
19;F
20;F
14;F
18;F
19;F
29;F
20;F
18;F
24;F
11;F
16;F
16;F
20;M
16;F
23;F
23;F
21;F
15;F
21;F
17;F
30;F
17;F
22;M
23;F
15;F
21;F
19;F
25;F
10;M
19;F
16;F
18;F
18;F
13;F
20;M
12;M
17;F
15;F
16;F
20;F
17;M
24;M
20;F
16;M
15;M
16;F
17;M
21;F
16;F
20;F
16;M
16;F
20;M
17;M
14;M
22;F
18;F
23;M
18;F
15;F
22;M
17;M
15;F
15;M
17;F
17;F
19;F
20;F
20;F
16;F
20;F
18;F
19;F
20;F
18;F
18;F
9;F
17;M
17;F
18;F
13;M
17;F
7;F
15;M
20;F
10;F
21;F
21;F
17;F
9;M
10;F
22;F
18;F
17;M
17;F
19;M
13;M
13;F
18;F
20;M
13;M
15;F
22;M
20;M
19;F
22;F
17;M
14;M
22;F
21;F
16;F
18;M
15;M
19;M
20;M
20;F
17;F
20;M
9;F
17;F
14;F
12;F
14;M
22;F
17;F
23;M
9;F
14;M
18;F
13;F
21;M
19;F
21;F
22;F
14;F
23;M
19;M
21;M
16;F
21;M
23;F
24;F
11;F
18;F
19;F
20;F
14;F
21;M
17;M
15;F
20;F
13;F
12;F
16;F
13;F
22;M
24;F
18;F
12;M
15;F
20;F
15;M
21;F
22;F
20;F
23;M
14;F
15;F
19;F
18;M
20;F
21;F
21;M
17;F
16;F
22;F
12;F
16;M
16;F
17;F
11;F
15;F
17;F
18;F
18;F
14;F
19;F
8;F
16;F
20;F
25;F
19;F
19;F
24;F
23;F
12;F
15;F
9;M
29;F
14;F
26;F
22;F
20;M
18;F
22;M
18;F
21;F
18;F
15;F
15;F
20;F
21;F
28;M
14;F
25;F
22;F
17;M
17;F
14;F
19;F
9;M
15;F
13;F
21;F
19;F
18;F
16;F
14;F
18;F
19;M
10;F
16;F
19;M
18;M
19;M
22;F
13;F
23;F
19;F
16;M
21;F
22;F
19;M
15;M
21;F
23;F
17;F
18;M
15;F
15;F
20;M
13;F
16;F
20;F
23;M
14;F
14;F
14;F
15;F
22;F
15;M
14;F
22;M
14;M
19;M
15;F
21;M
18;M
18;F
14;F
18;F
20;M
15;F
22;F
14;F
20;M
18;F
17;F
21;F
21;F
19;F
21;F
20;F
18;F
26;F
18;F
13;M
23;F
15;F
20;F
18;F
13;F
13;F
12;F
21;F
19;F
12;F
12;F
21;F
16;M
28;F
27;F
23;F
14;F
20;F
12;F
24;F
19;F
25;F
16;M
17;F
22;M
19;M
25;F
22;F
15;F
20;F
13;F
17;F
14;F
17;F
14;F
20;F
20;M
23;F
25;M
18;F
21;F
26;M
24;F
15;M
19;F
19;F
21;M
21;M
20;F
12;F
23;F
11;M
20;M
18;F
15;F
25;F
17;F
20;F
20;F
18;F
18;F
16;M
22;F
21;F
12;F
19;M
19;M
15;M
20;F
13;F
19;F
17;F
20;F
16;M
26;F
17;F
17;F
18;F
14;F
13;F
15;F
15;M
20;F
18;F
20;F
12;M
15;F
20;F
13;M
17;M
21;M
13;F
15;M
20;F
15;F
21;F
8;M
12;M
9;F
17;F
16;F
13;F
20;F
12;M
14;M
20;F
13;F
16;M
20;F
13;F
18;M
12;F
15;F
15;F
14;F
23;F
20;F
17;M
15;F
18;M
14;F
15;M
19;M
21;F
16;F
11;F
10;F
16;M
19;M
11;F
26;M
19;F
22;F
14;F
18;F
22;M
16;F
16;F
14;F
12;F
11;F
13;M
14;F
14;F
19;M
19;M
16;M
12;M
20;M
18;M
16;F
18;F
11;F
16;F
18;F
26;F
25;M
18;F
22;F
19;M
15;F
19;F
17;M
15;F
19;F
20;F
18;F
18;F
18;F
14;F
15;F
15;F
17;M
13;F
11;F
18;F
19;F
21;M
9;M
15;M
10;M
22;F
22;M
15;F
17;F
20;M
11;M
13;F
13;M
11;F
25;F
25;F
18;F
13;F
13;F
21;F
18;F
22;M
16;F
17;M
15;F
14;F
16;F
14;M
15;F
19;F
16;F
11;F
14;F
13;M
20;F
15;F
19;F
16;M
23;F
27;M
16;F
22;M
21;F
13;F
14;F
15;F
16;F
19;M
24;F
16;M
17;M
22;M
21;F
20;F
24;F
21;F
13;F
16;F
13;F
14;F
19;M
13;F
21;F
22;F
13;F
19;F
24;M
17;F
15;F
18;F
20;F
20;F
18;F
12;F
20;F
12;F
23;F
13;F
17;M
16;F
23;M
10;F
16;F
17;M
16;F
24;M
24;M
19;F
25;F
19;F
20;F
18;F
10;F
18;F
12;F
16;M
14;F
17;F
14;F
16;F
16;F
22;F
19;F
18;M
16;F
14;F
19;M
19;M
13;M
14;M
17;M
20;M
16;F
18;F
13;F
15;F
15;M
14;F
20;F
12;F
17;F
17;F
22;F
16;F
15;F
20;F
14;F
23;M
18;M
17;F
19;F
17;M
23;M
16;F
16;M
19;F
18;F
25;F
18;F
14;M
13;F
26;F
18;F
17;F
7;F
21;M
18;M
12;F
19;F
18;M
22;F
14;F
28;M
20;F
8;F
16;F
18;F
18;F
23;F
15;M
19;F
22;F
16;M
9;M
18;F
18;F
19;F
15;F
17;F
18;F
23;M
19;F
22;F
14;F
20;F
17;F
18;F
24;F
23;M
13;F
13;F
18;F
16;F
24;F
26;F
23;F
21;M
18;F
23;F
19;F
17;M
17;F
13;F
17;F
16;M
15;F
15;M
20;F
16;F
15;M
23;M
16;M
16;M
12;F
18;F
13;F
19;F
24;F
20;F
20;F
13;F
20;F
17;M
11;F
16;F
21;F
20;F
23;F
10;M
20;M
21;F
14;F
21;M
17;M
18;F
13;F
19;M
16;F
23;F
24;F
20;F
14;F
18;F
16;F
20;F
13;F
16;M
17;F
11;M
15;F
19;M
9;F
25;M
17;F
18;F
17;F
21;F
14;F
15;M
22;F
26;F
12;F
21;F
19;M
15;M
19;F
16;M
11;F
19;F
15;F
17;F
19;F
15;F
9;M
19;F
20;F
19;F
12;F
17;F
18;M
17;F
18;F
17;F
30;F
14;F
8;F
12;F
24;F
18;M
16;F
15;F
10;M
20;M
15;F
13;F
14;F
18;F
23;F
22;F
18;F
15;F
27;F
18;F
10;F
20;M
18;F
13;F
16;F
16;F
19;M
23;F
14;F
19;M
16;M
20;F
23;F
14;F
12;F
19;F
19;M
23;M
21;F
18;M
17;F
16;F
13;M
17;M
18;F
29;F
20;F
19;F
24;F
16;F
20;F
19;F
20;F
18;F
19;M
25;F
25;F
15;M
22;M
19;F
23;M
18;M
16;F
22;F
23;F
11;F
19;F
14;F
17;F
19;M
18;F
14;F
16;M
17;F
21;F
15;F
16;M
19;F
19;F
22;F
11;F
15;F
23;F
17;F
19;F
17;F
20;M
13;F
22;F
18;F
20;F
16;M
24;M
16;F
20;F
19;M
14;F
20;F
20;F
14;F
20;F
15;M
26;F
14;F
19;F
16;M
19;F
22;F
17;F
29;F
15;F
20;M
16;F
18;M
13;F
17;F
19;F
21;F
13;F
18;F
20;F
14;F
17;F
12;F
23;F
20;M
15;F
14;F
18;F
21;F
14;F
18;F
17;F
19;F
17;F
17;M
20;M
21;M
15;M
16;M
13;F
20;M
16;F
17;F
13;F
21;M
18;M
22;F
17;M
19;F
22;F
16;M
16;M
20;F
11;F
19;F
13;M
11;F
16;F
15;F
15;F
13;F
19;F
15;F
17;F
23;F
10;F
